titulo;cuerpo;fecha
VIDEO. Desborde del Río Maipo: dos carabineros y dos civiles debieron ser rescatados desde el techo de un automóvil;Las intensas precipitaciones que están afectando distintas regiones de Chile ha generado alerta y emergencias en varias localidades del país. Durante la mañana, la preocupación se centró en el desborde del Río Mapocho en Pudahuel, per son varios los ríos que están viendo su caudal aumentado. Es el caso del Río Maipo, que cerca de las 10:30 horas su crecida y posterior desborde, a la altura de Talagante, generó que dos Carabineros y dos civiles debieran ser rescatados. Los uniformados se encontraban realizando labores de evacuación de los vecinos del sector parcela 11, sitio 27, camino la Madresa, cuando el agua los sobrepasó. Estas cuatro personas quedaron aislados sobre el techo de un vehículo, por lo que Carabineros, tanto de la Prefectura Aérea como de la Prefectura GOPE, desarrollaron un operativo de rescate que permitió su evacuación de manera preliminar sin lesiones.;2023-06-23
25 personas asesinadas durante la semana de Fiestas Patrias: Tohá dice que cifra es “más o menos similar” a la habitual;Con preocupación, la ministra del Interior y Seguridad Pública, Carolina Tohá, dio a conocer este sábado que 25 personas han muerto por homicidio durante la semana de Fiestas Patrias. Además, indicó que el número es “más o menos” similar a lo que se registra habitualmente. También, informó que, en el contexto de fondas, solo se ha registrado un fallecido. Tras encabezar una fiscalización del Plan 18 Seguro, la titular de Gobierno se refirió, entre otros aspectos, a la cantidad de asesinatos ocurridos durante el “fin de semana XL”, manifestando que la cifra total es “bastante importante”. En primera instancia, recalcó que cuando se entregan las cifras se despersonalizan y no se considera habitualmente que “son números de personas fallecidas en homicidio”. Por ello, “lo importante es pensar que cada una de esas personas es una familia, es una situación trágica y pesa y vale, y nos preocupa en sí misma. Cada homicidio es para Chile una situación de atención y de prioridad”. Aclarado ese punto, Tohá dio informó que “la cantidad de víctimas de homicidio de estos días ha sido más o menos similar a la que hay en días habituales: suman en total, hasta el momento, 25 personas que han muerto en homicidio desde el día lunes a la fecha, más o menos dentro de lo que son los números que tenemos habitualmente”. Al respecto, comentó que “lo importante es pensar que todas esas víctimas también son fruto de un delito que la sociedad, tenemos que lograr evitar en conjunto, entre el trabajo policial, la prevención, el control social, el autocuidado, porque quisiéramos que algún día esa cifra pudiéramos llevarla a cero”. Carolina Tohá encabeza balance de Fiestas Patrias / MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA Respecto a los análisis, la jefa de gabinete comentó que, como equipo de trabajo, aún no están en modo de balances al respecto, ya que “ese tipo de análisis en profundidad, de qué características tienen estos homicidios, a qué circunstancias estuvieron vinculados, cuáles son los tipos de homicidios que más se reiteran, lo vamos a hacer cuando concluya el feriado que es el día de mañana”. No obstante, reiteró que la cifra, “como número, como cantidad, es similar a los homicidios que hay los fines de semana”, por lo que “no se distancia mucho de un fin de semana”. Pese a ello, “el problema es que como estos fueron varios fines de semana seguidos, como número es muy alto. Y por lo mismo, preocupante. No porque sea mayor que un fin de semana normal, sino porque es un número de vidas que se pierden en homicidios, que es muy alto y que es motivo de preocupación. Y también motivo para nosotros de solidaridad y condolencia con las víctimas, con las familias que están enfrentando en estos momentos un duelo después de aquello que han vivido las últimas horas o días”, continuó. De este modo, Tohá enfatizó que “las conclusiones y evaluaciones las vamos a poder hacer cuando termine el fin de semana”.;2024-09-21
PDI confirma que víctima encontrada en San Bernardo fue asesinada en el lugar;El cuerpo presentaba diversos impactos balísticos de acuerdo a lo informado por subprefecto Gabriel Alarcón, subjefe de la Brigada de Homicidios Metropolitana. La PDI entregó nuevos antecedentes sobre el homicidio descubierto por transeúntes a las 7:00 horas aproximadamente en un camino de la Ruta Santa Teresa de Tango en la comuna de San Bernardo. El cuerpo presentaba diversos impactos balísticos de acuerdo a lo informado por subprefecto Gabriel Alarcón, subjefe de la Brigada de Homicidios Metropolitana. “El cuerpo estaba en la vía pública con evidencia balística que daría cuenta que el hecho se produce en este lugar y esas situaciones la estamos corroborando científicamente con evidencia balística y con el empadronamiento y revisión de cámaras de seguridad que den cuenta del horario en que ocurren los hechos”, explicó. “Lo mas necesario en este momento es establecer la identidad. Es un hombre de 25 a 30 años aproximadamente y ya se le tomaron las impresiones dactilares para poder establecer su identidad y de ahí hacer la vinculación con la familia y poder establecer las circunstancias en que este hombre se desenvolvía acá en Santiago”, agregó el subprefecto Alarcón. Consultado sobre la hipótesis de la ejecución, Alarcón respondió que tenía disparos “en varias zonas del cuerpo, cabeza, tórax, que dan cuenta que su fallecimiento se produce acá en el lugar”, reiteró. “Estamos investigando un homicidio con arma de fuego y estamos en coordinación con el ministerio público para establecer otras circunstancias que pueda ser información útil con esta investigación (…) No descartamos robo ni todas las otras líneas investigas posibles con este hecho, complementó. Un punto importante que se indaga, debido a la evidencia recogida hasta ahora, es la motivación que habría tenido él o los autores del crimen para trasladar a la víctima hasta el lugar para luego asesinarla. “Tenemos un cuerpo que es víctima de diferentes disparos por parte de terceras personas, y en ese sentido la motivación de trasladar a esta persona a este lugar y ejecutar o causar disparos para causarle la muerte es a lo que estamos abocados como equipo investigativo en coordinación con el equipo ECOH de la fiscalía para establecer motivaciones, circunstancias y responsables de este hecho”, precisó el subjefe de la BH Metropolitana. Con el proceso, que inició oficialmente en la semana del 13 de marzo en otras regiones, se dejarán atrás las señales analógicas “SD”, pasando a las digitalizadas “HD”, algo que eventualmente podría afectar a los televisores más antiguos. Aguas Andinas informó que el corte de suministro de agua comenzará a las 15:00 del jueves y terminará a las 6:00 del viernes, por lo que se extenderá por 15 horas. La medida cautelar es aplicada a Darío Cuadra y Alberto Sauer (padre), este último imputado por los delitos de estafa, aprobación indebida, lavado de dinero, además de facilitación de facturas falsas. Las medidas cautelares para Daniel Sauer y Ariel Sauer, además de Rodrigo Topelberg y Luis Flores se conocerán este martes, en una audiencia que partirá a las 9 horas. Se espera que la Fiscalía solicite prisión preventiva.;2024-01-10
Fin al debate: Monsalve zanja que no habrá extensión del estado de excepción a la región de Los Ríos;"Subsecretaría del Interior ""El Gobierno tiene la convicción que hoy díano existen las condiciones para ampliar el estado de excepción a la Región de Los Ríos"". Con eso el subsecretario del Interior,Manuel Monsalve,dio por zanjado el debate.El ex diputado está de visita en la zona, y tras reunión con las autoridades policiales y políticas, señaló que ""en la región han ocurrido durante el transcurso de este año sumado el último ataque incendiario, 19 hechos de violencia rural. A la misma fecha del año anterior, habían ocurrido 24. Por lo tanto, a pesar de los graves hechos que han ocurrido durante el transcurso de este año,tenemos una disminución en torno al 25% de los hechos de violencia rural respecto al año 2022"".Agregó que ""en la región, la cantidad de hechos de violencia rural que ocurren corresponden al 3,5% del total de hechos de violencia rural que ocurren en la Macrozona Sur que está compuesta por la región del Bío Bío, la región de la Araucanía, la región de Los Ríos y la región de Los Lagos. Doy estos datos para generar un hecho de contexto"".Medidas anunciadasPese a esto, Monsalve sí dio una serie de anuncios de medidas que se tomarán en la región y que son ""a corto plazo"", y con el objetivo de profundizar la vigilancia en a zona.- Aumentar de 3 a 11 los puntos de control de Carabineros, con especial foco en objetivos estratégicos en materia de seguridad.- Incrementar de 30 a 96 el número de funcionarios policiales destinados a los puntos de control. Esto implica que llegará a la región 30 funcionarios provenientes de la Escuela de Suboficiales de Carabineros de Chile, 21 funcionarios provenientes de la sección de Control de Orden Público de la Macro Zona Sur y otros 15 funcionarios policiales de Control de orden Público de Los Ríos.- En materia de vehículos, en agosto se entregarán 4 nuevas camionetas blindadas a Carabineros (que se suman a las dos que ya habían sido entregadas). Adicionalmente, el Subsecretario de Interior comprometió la adquisición de otros 5 vehículos blindados de manera de cubrir todos los puntos de control.- Respecto a las adquisiciones que ya está llevando adelante Carabineros con recursos provenientes del Gobierno Regional, y que consideran dos drones, la institución policial entregará el análisis técnico para poder destinar otro dron de mayor capacidad.- En materia de persecución penal, el Fiscal Regional entregará el próximo viernes 23 de junio los requerimientos para fortalecer esta tarea. Para ello, el Subsecretario del Interior comprometió destinar los recursos que permitan al Ministerio Público contratar, a partir de septiembre, personal para tener un equipo de primera respuesta para investigación y persecución penal en materia de homicidios y un equipo en la persecución penal en materia de violencia rural.- Finalmente, en junio se firmará el Decreto Supremo que permitirá cumplir con la implementación de las medidas de seguridad en la Ruta 5 Sur (tramo Temuco-Río Bueno). El inicio de la ejecución será a partir del último trimestre de este año e implica la instalación de 30 cámaras de televigilancia, 26 cámaras térmicas, 37 lectores de patentes y 529 luminarias dobles. Esto estará vinculado a CENCO de Carabineros en Valdivia.";2023-06-20
"Dresdner admite ""extrema preocupación"" por crímenes en el Biobío";"La delegada regional indicó que se investiga si bandas narco ordenaron los homicidios por disputas territoriales. Reconoció que el comportamiento de estas agrupaciones ""es distinto a lo que estábamos acostumbrados"". La delegada presidencial del Biobío, Daniela Dresdner, reconoció su ""extremada preocupación"" por la eventual conexión entre tres homicidios ocurridos recientemente en la Provincia de Concepción. Todas las víctimas son hombres que recibieron más de 15 disparos focalizados en la parte superior de sus cuerpos, los que fueron abandonados en la vía pública y luego encontrados por transeúntes. El primer caso es el de un haitiano cuyos restos fueron descubiertos en San Pedro de la Paz; luego vino el de un venezolano hallado en la playa Ramuntcho de Hualpén, y finalmente se reportó el de un chileno encontrado flotando en el Río Andalién. Una teoría que se maneja es que la ubicación de los cuerpos conforma un triángulo, que correspondería a una especie de marcaje territorial elaborado por narcotraficantes con el fin de impedir la operación de otras bandas en esos sectores. ""Una de las hipótesis es esa, pero es algo que la investigación va a tener que decir"", relevó a Cooperativa Regiones la delegada regional, recalcando que ""sin duda es un caso de extremada preocupación, y por lo tanto, tiene cierta prioridad en la investigación"". Asimismo, admitió que ""habíamos tenido casos similares -no exactamente como este, sin duda-, y por lo tanto, es algo que hay que analizar respecto del comportamiento de las bandas, que está siendo distinto a lo que estábamos acostumbrados, y también tiene que modificarse la forma de entregar seguridad, y es lo que hemos estado haciendo"". ""Entiendo que ya nos querellamos por no sé si todos, pero al menos dos de estos homicidios, y nos vamos a querellar sin duda por el tercero"", cerró Dresdner. LEER ARTICULO COMPLETO";2023-09-27
Conductor recibe al menos tres disparos en intento de encerrona en Quilicura;La Brigada Investigadora de Robos (Biro) Occidente y el Laboratorio de Criminalística de la PDI quedaron a cargo de las indagaciones del intento de encerrona en Quilicura en el que un conductor recibió al menos tres disparos.Aton (imagen referencial) Un hombre resultó herido a balatras sufrir un intento de encerrona en la comuna de Quilicura, Región Metropolitana.Según informó el inspector Alexis Esparza, de la Brigada Investigadora de Robos (Biro) Occidente de la Policía de Investigaciones (PDI), el incidente ocurrió a las 20:40 horas de este martes, cuando la víctima conducía su vehículo por calle Séptimo de Línea.En ese momento, fue interceptado por otro automóvil desde donde descendió un grupo indeterminado de individuos, quienes percutaron diversos disparos en su contra.El conductor pudo frustrar la encerrona, por lo que los delincuentes huyeron del lugar en el vehículo en el que se trasladaban.Sin embargo, la víctima resultó baleada en al menos tres oportunidades, teniendo que ser trasladada a un centro asistencial de la comuna, donde se encuentra fuera de riesgo vital.La Fiscalía Regional Metropolitana Centro Norte instruyó a la Biro Metropolitana Occidente y al Laboratorio de Criminalística de la PDI para realizar las pericias correspondientes en este caso.;2023-08-09
"Presidente Boric condiciona impulsar cambios al sistema político a ""zanjar"" antes discusión de pensiones";"El Presidente Boric. De contingencia nacional se refirió el Presidente Gabriel Boric, en un desayuno ofrecido la mañana de este martes a la prensa acreditada del Palacio de La Moneda.Entre las temáticas, el Mandatario fue requerido por los cambios al sistema político a los que exhortan algunos parlamentarios de oposición, materia, que según reconoció, ha derivado a dos síntesis por parte del equipo político de Palacio.;""Lo que hemos conversado y tenemos un consenso en el comité político, es que es deseable y vamos a empujar en esa dirección,que los partidos de Gobierno tengan una posición conjunta respecto a este tema"",partió señalando.""El otro consenso explícito"", continuó, es que ""antes del contenido de aquello, es que lo prioritario es sacar adelante la reforma de pensiones y el pacto fiscal y que por lo tanto, toda la discusión respecto a algo tan importante como el sistema político, debiera ser posterior a que zanjemos la discusión que es lo que, yo diría, más importa le importa a los chilenos, que es en particular la reforma de pensiones"".Si bien reconoció que ""estoy de acuerdo en que el sistema político requiere cambios"" y que ""hay varias propuestas sobre la mesa que pueden ser interesantes"", acotó que ""hay también un hecho que me parece importante constatar: hoy día la falta de consenso no se da exclusivamente por la fragmentación"".""Si no hubiera esa fragmentación, con las posiciones que hoy día se han manifestado en el Congreso, probablemente tampoco habría consenso. Entonces, pensar que solo eliminando ese problema, mágicamente se concilian los consensos, creo que también es subestimar el problema"", añadió.Dicho eso, aseveró que ""ahí se requiere una mayor voluntad de las diferentes fuerzas políticas para entender que ninguna de ellas, ninguna de nosotras, va a poder tener 100% lo que quiere y creo que la reforma previsional es el caso más patente de aquello"".";2024-04-23
Alcalde de Peñaflor acusa posible intencionalidad en origen de incendio forestal: Ocurrieron en simultaneo cuatro focos;"El alcalde de Peñaflor, Nibaldo Meza (DC), aseguró que el municipio cuenta con imágenes en donde se visualizan a grupos de personas saliendo desde los focos de incendios que se produjeron en la comuna. El jefe de prevención de incendios forestales de la Corporación Nacional Forestal (Conaf) sostuvo en conversación con Radio Universo sobre el siniestro que obligó a decretar alerta roja en Peñaflor que se trató de ""un incendio que tiene aproximadamente 29 a 30 hectáreas"" y que aún ""no está controlado"". RelacionadasDetalle('1086673','1086685');En diálogo con Emol, el alcalde Meza relató que cerca de las 15:20 horas de ayer lunes ""a través de cámaras, que forman parte de nuestro equipo monitoreo municipal, se pudo detectar el inicio de un foco de incendio en el sector de la ribera del río Mapocho, en el sector de Pelvin"" y que ""casi simultáneamente, se empezaron a producir tres focos más"", en la orilla del mismo torrente. En ese sentido, el jefe comunal señaló que los focos de incendios estaban ""bastante distante"" entre ellos, por lo que esto ""nos genera alguna sospechas de la posible actuación de terceros en el inicio de estos incendios"", dijo.La autoridad comunal aseguró que el municipio cuenta con imágenes en las que se visualizan a ""personas saliendo desde estos focos"". Aseveró además que ""se realizó una denuncia ante la fiscalía"". ""Lo que no nos queda claro todavía es si estas persona venían arrancando de estos inicios de incendios o si ellos tuvieron directo participación en el siniestro. Así, estamos en la investigación correspondiente"", detalló Meza. Del mismo modo, aseguró que en caso de que la investigación vincule la participación de terceras personas en estos siniestros, la entidad edilicia interpondrá acciones judiciales por los casos.";2023-02-14
"Presidente Boric: Buscar a los detenidos desaparecidos ""será difícil y el éxito es improbable""";"Sin embargo, agregó, ""tenemos el deber moral de no dejar jamás de buscar a quienes faltan"". Desde el memorial de la Fosa de Pisagua, el Mandatario reafirmó su compromiso con el plan nacional de búsqueda. El Presidente Gabriel Boric afirmó este jueves que la búsqueda impulsada por el Gobierno de detenidos desaparecidos durante los años de la dictadura de Augusto Pinochet ""va a ser difícil"" y su éxito ""improbable"" pero que es ""deber moral de no dejar jamás de buscar"". ""Ha pasado mucho tiempo, va a ser difícil, el éxito es improbable. Pero tenemos el deber moral de no dejar jamás de buscar a quienes faltan, a quienes fueron asesinados y hechos desaparecer por sus ideas y defender la libertad del hombre y la mujer de nuestra patria"", señaló el mandatario. ""Desde el Gobierno nos hemos comprometido a implementar en conjunto con la agrupaciones de familiares de detenido desaparecidos un plan nacional de búsqueda porque nos duele, nos desgarra el corazón, el alma y no solamente el alma humana, sino el alma de la patria, saber que hay quienes todavía buscan a sus seres queridos"", agregó. Desde el memorial de la Fosa de Pisagua, ubicada en la Región Tarapacá, donde en 1990 fueron encontrados 21 cuerpos de detenidos desaparecidos, Boric criticó a los que todavía insisten en negar o justificar en el país los crímenes y graves violaciones de los derechos del régimen que emergió del golpe de Estado contra el presidente socialista Salvador Allende, del que en septiembre se cumple medio siglo. ""Quizás haya quienes, espero que no, traten de culpar a los muertos o a los torturados de lo que sucedió en Chile, no lo vamos a permitir. Solo con una condena histórica transversal y una mirada común sobre las atrocidades del pasado vamos a poder hacer frente a las amenazas que acechan justamente a las democracias a los largo de todo el mundo"", remarcó. ""Solo con un compromiso inquebrantable por encontrar a nuestro detenidos y detenidas desaparecidos podremos construir un futuro más humano y más libre para todos, ese es el compromiso ético de nuestro gobierno"", finalizó. En el plan de búsqueda, obstaculizada entre otros factores por la falta de información detallada que ayude a dilucidar el paradero de los asesinados o desaparecidos, Chile también mira a sus vecinos de la región: Argentina, Uruguay, Perú, Paraguay y Colombia, entre otros, tienen experiencias en la materia, cada uno con sus particularidades. Durante el golpe y los años posteriores, aparatos de seguridad organizados en asociación ilícita, según ha acreditado la Justicia, iniciaron una represión masiva contra militantes de izquierda y opositores al régimen de Pinochet. Según datos oficiales, alrededor de 3.200 opositores murieron a manos de agentes del Estado, de los que 1.192 figuran aún como detenidos desaparecidos, mientras otros 40.000 fueron torturados y encarcelados por causas políticas. LEER ARTICULO COMPLETO";2023-03-16
Violenta colisión entre camión y auto deja un fallecido y una mujer grave en San Pedro de la Paz;Una violenta colisión se produjo durante la noche de este domingo en la comuna de San Pedro de la Paz, región del Biobío, hecho que dejó a un hombre fallecido y una mujer en estado grave. El accidente se produjo en la vía que une a la mencionada comuna con Coronel, luego que el vehículo menor impactó a la máquina mayor, en las cercanías del Liceo San Pedro. Right El hecho, según informó radio Biobío, ocurrió a la altura del Liceo San Pedro de la comuna homónima, en avenida Pedro Aguirre Cerda con calle Los Peumos. A raíz de esta colisión de alta energía, el conductor del vehículo menor murió en el lugar, mientras que su acompañante quedó con lesiones graves, por lo que fue trasladada hasta un Hospital. En tanto, se informó que los equipos de emergencia como Bomberos, Carabineros y SAMU trabajan en el sitio del suceso para establecer la dinámica en que ocurrió este fatal accidente. Todo sobre Región de Biobío;2023-09-11
Gobierno defiende gestión en seguridad con resultados en regiones, pero reconoce que efectividad no se ha dado en la Región Metropolitana;“De gran preocupación”. Así consignó la vicepresidenta Carolina Tohá los eventos violentos ocurridos en los últimos días que han derivado en homicidios, en donde ha habido mayor consternación en los casos de asesinatos múltiples en Quilicura y Lampa. Desde el Palacio de La Moneda y tras la reunión convocada con autoridades relacionadas a la seguridad pública, Tohá defendió la gestión gubernamental en materia de seguridad. “El esfuerzo que se ha hecho a nivel nacional para enfrentar la inseguridad ha implicado el despliegue de recursos extraordinarios”, señaló la titular de Interior que, ante la presencia del Presidente Gabriel Boric en Paraguay, asumió la vicepresidencia. Fue en lo mismo que Tohá dijo que tales esfuerzos en materia de seguridad “han dado resultado ne la mayoría de las regiones del país, pero han tenido el mismo efecto en la Región Metropolitana“. En esa misma línea, planteó que era necesario “pensar” en cómo las estrategias desplegadas hasta ahora “deben dar nuevos pasos“. Asimismo, dio anuncio a nuevas medidas en las que cobrarían especial relevancia las policías. Entre ellas mencionó la constitución de una “fuerza de tarea conjunta” entre Carabineros y la Policía de Investigaciones (PDI). Ello contará con el apoyo de la Fiscalía para “poner las capacidades de inteligencia“. En sí, a lo que apuntó la idea es a “elaborar estrategias conjuntas desde ahora”, mencionó Tohá. Además, planteó que el foco de las policías estará en los delitos violentos, las armas y las bandas de crimen organizado y sofisticado. Con ello, en el caso de Carabineros, se buscaría “reordenar” las actividades de las comisarías y los cuarteles de Carabineros en la Región Metropolitana. La finalidad de ello estaría, según explicó la vicepresidenta, en poner a disposición más personal en el territorio. Para la PDI, en tanto, se le solicitó mejorar las capacidades del control de armamento “que está circulando en las calles”. A eso se suma un refuerzo en el control de la frontera y una urgencia en “acelerar” las unidades de Equipos de Crimen Organizado y Homicidios (ECOH) con la Fiscalía. Tohá cerró su participación diciendo que vendrían más medidas por notificarse. Posteriormente, fue el ministro (s) del Interior, Manuel Monsalve (PS), quien abordó las consultas de la prensa sobre la reunión. Fue allí donde la autoridad del Interior fue consultada respecto a si habían existido consideraciones sobre implementar Estado de Sitio en la Región Metropolitana. Sobre ese tema, Monsalve fue claro. “No fue motivo de conversación en la reunión“, señaló. “Como ustedes saben, ha habido múltiples oportunidades en las que se han planteado medidas de esta naturaleza en virtud de los hechos que ocurren (…). Eso no fue motivo de esta reunión“, precisó. En todo caso, también enfatizó que el Gobierno “nunca descarta ninguna herramienta constitucional que tenga“. Del mismo modo, agradeció el tono que ha habido en la solicitud de esa medida, la cual la levantó esta mañana el senador José Miguel Insulza (PS).;2024-07-17
Dos cadáveres encontrados en autopistas: Los casos que investigan las policías y que no estarían vinculados entre sí;"Imagen referencial.El Mercurio En una diferencia horaria acotada, las policías fueron reportadas esta mañana de al menos dos casos de hallazgos de cuerpos sin vida en distintas comunas de la Región Metropolitana.El primer caso ocurrió en la comuna de Huechuraba, en la concurrida Autopista Vespucio Norte, en el límite con la Autopista Los Libertadores.En ese lugar, durante la madrugada, personal de la autopista, que realizaba labores de limpieza, encontró un cadáver que, de acuerdo a información preliminar, estaba atado de pies y manos, y envuelto en una frazada.RelacionadasDetalle('1095865','1095849');Producto de ello, la Policía de Investigaciones (PDI) inició las primeras diligencias investigativas, con el objetivo de esclarecer. Así, el inspectorFelipe Vásquez, de la Brigada de Homicidios Metropolitana, indicó que ""se conformó un equipo de investigativo de esta brigada, quienes, en compañía del Laboratorio Criminalístico Central,concurrieron al lugar, estableciendo que se trataba de un cadáver de sexo masculino, de 20 a 30 años de edad"".Asimismo, agregó que la identidad del afectado ""no ha sido verificada"". ""Al examen externo de este cadáver, se estableció que este presenta lesiones atribuibles a terceras personas, por lo cual al momento nos encontramos realizando diligencias tendientes a establecer la identidad del fallecido"".Del mismo modo, desde la policía civil informaron que la víctima tiene una lesión por impacto balístico en una de las extremidades inferiores y otros traumas contusos en el cráneo.Más tarde, a eso de las 9.00, personal de Carabineros se dirigió hasta la comuna de Cerrillos, luego de haber recibido información respecto de un nuevo hallazgo de este tipo.En concreto, el cuerpo de un nochero que prestaba servicios a una empresa fue encontrado en la Autopista El Sol, en el enlace General Velásquez. La víctima era un hombre de 51 años, sin antecedentes penales, y que tenía lesiones atribuibles a terceras personas.El capitán Erick Sepúlveda, de la 34a. comisaría de Cerrillos, aseveró que el afectado ""se encuentra con signo evidente de haber sido víctima de una agresión"".Asimismo, descartó la existencia de una denuncia de presunta desgracia dirigida hacia el afectado. Por instrucción del Ministerio Público, personal de Labocar y del OS9 quedaron a cargo de las primeras diligencias para esclarecer este caso.Entre lágrimas, la hija de la víctima señaló a los medios que su padre había sido contratado ayer por un amigo para cuidar una máquina. También comentó que el afectado se desempeñaba como guardia y que le habían ofrecido 40 mil pesos por realizar dicho servicio.""Hasta la 1 de la mañana su jefe dijo que había mandado un audio porque se reportaba. Dijo que habían entrado a robar. Cuando llegamos no tenía nada, solo su pantalón. Yo llegué antes que su propio jefe"", comentó la mujer.El Fiscal Jefe de Alta Complejidad Occidente, Pablo Sabaj, aseguró que ""hasta el momento, no existe ninguna vinculación entre ambos casos"".""Son un tipo de delitos que vemos periódicamenteLa ministra del Interior, Carolina Tohá, se refirió a estos casos, señalando que ""son un tipo de delitos que vemos periódicamente y que antes en Chile no eran habituales, tenemos que detener la escalada en que han estado hace varios años"".Agregó que ""llevamos con un incremento en los homicidios desde el año 2016, y ese incremento ha ido asociado a mayor presencia de armas de fuego y también prácticas para cometer estos delitos más horrible, que generan un impacto y un shock"".La jefa de Gabinete apuntó además que ""sabemos que para enfrentar este tipo de delincuencia requerimos un tipo de estrategia que implica un Estado más organizado, en mejores condiciones. Por eso nuestro Gobierno tiene hoy una estrategia contra el crimen organizado, una política de fiscalización para las armas"".";2023-05-23
"Gobernador Rivas afirma que ""todo lo financiado"" cumple con normativa y se distancia de caso ""Democracia Viva""";"Gobernador de La Araucanía, Luciano Rivas.Aton / Archivo. El gobernador de La Araucanía (Ind- Evópoli) Luciano Rivas, afirmó la tarde de este jueves que ""todo lo aprobado y financiado por el Gobierno Regional de La Araucanía cumple rigurosamente con la normativa vigente"", y anunció una ""revisión profunda"" de los proyectos y traspasos aprobados.Esto, luego que la Fiscalía Regional diera a conocer el ingreso de una denuncia por parte de un particular en contra de la gobernación, luego que se concretara una transferencia de $2.113 millones en cinco meses a la ""Fundación Local"" para desarrollar un proyecto de reciclaje en la comuna de Padre Las Casas, a pesar de no contar con ninguna experiencia en el área.;""Esta Fundación Local pasó por todos los procesos de evaluación interna, fue tomada de razón por parte de la Contraloría, alcaldes y concejales de distintas comunas, de sectores políticos distintos al mío, hablan bien de su trabajo. Hago un llamado a ser responsables, investigar todo lo que sea necesario, pero no meter a todas las fundaciones en el mismo saco"".Luciano Rivas, gobernador de La AraucaníaA raíz de este tema, el gobernador leyó un comunicado durante un punto de prensa para dar inicio al proceso de la Consulta Araucanía, para aclarar su postura ante el tema y las medidas que se tomaron al respecto.Rivas precisó que ""nuestra administración se rige por los principios de transparencia total, garantizando que todos los procesos y decisiones estén disponibles para el escrutinio público"".El gobernador remarcó además que ""vengo del sector privado, no desde la política"", razón por la que instruyó ""la protección de cada peso invertido por el gobierno regional y que estas inversiones cumplan estrictamente por la Ley de Presupuestos"".""Somos una de las pocas regiones donde prácticamente el 100% de los fondos entregados a fundaciones ha pasado por el Consejo Regional y la toma de razón de Contraloría. En este sentido, quiero dar garantías que todo lo aprobado y financiado por el Gobierno Regional de La Araucanía cumple rigurosamente con la normativa vigente"", aseveró Rivas.Pero ante las dudas, sostuvo la autoridad regional, ""he instruido una revisión profunda a cada uno de los proyectos y programas que han sido aprobados por el Gobierno Regional. Estos antecedentes se pondrán a disposición de la Controlaría, la Justicia y cualquier ciudadano que lo requiera"".Con todo, Rivas afirmó que ""este caso difiere por completo del de Democracia Viva"", puesto que ""esta Fundación Local pasó por todos los procesos de evaluación interna, fue tomada de razón por parte de la Contraloría, alcaldes y concejales de distintas comunas, de sectores políticos distintos al mío, hablan bien de su trabajo. Hago un llamado a ser responsables, investigar todo lo que sea necesario, pero no meter a todas las fundaciones en el mismo saco"".Así, se comprometió a realizar una auditoría interna en el Gobierno Regional -tema acordado en el Consejo Regional el pasado 28 de junio-; a la entrega de información a Contraloría y a la Fiscalía de Alta Complejidad; a colaborar con la auditoría solicitada por el contralor general de la República ""para comenzar una auditoría de toda la inversión desde 2021 a la fecha""; y a la mejora del sitio web del Gobierno Regional ""para brindar información clara y accesible sobre el gasto e inversión pública"".";2023-07-06
Desarticulan a organización criminal dedicada al tráfico de drogas en Los Ángeles;Seis personas fueron detenidas en el operativo respectivo, dos de las cuales tenían órdenes de detención en su contra. El OS7 de Carabineros de Bío Bío, logró desarticular una organización criminal dedicada al tráfico de drogas en Los Ángeles. En allanamientos realizados la semana pasada, los funcionarios policiales -en coordinación con la Fiscalía local- detuvieron a 6 personas, una de las cuales mantenía antecedentes por el delito de homicidio. En el operativo también se incautaron un revólver calibre 22 milímetros, un chaleco táctico y 184 dosis de pasta base de cocaína, además de marihuana. El capitán Luciano Lagos Ormeño, comisario de la Primera Comisaría de Los Ángeles, informó que dentro de los seis detenidos, dos de ellos registraban órdenes de captura vigentes por diferentes delitos. Finalmente, los imputados por tráfico de drogas quedaron a disposición del Ministerio Público para los respectivos controles de detención en Los Ángeles.;2024-02-12
